Title,Source
CALIFORNIA: PRO-CHOICE ACTIVIST PROUDLY BREAKS WORLD RECORD BY GETTING HER 27TH ABORTION,https://worldnewsdailyreport.com/california-pro-choice-activist-proudly-breaks-world-record-by-getting-her-27th-abortion/
WOMAN FOUND NOT CRIMINALLY RESPONSIBLE FOR 19 MURDERS DUE TO EXTREME PREMENSTRUAL SYNDROME,https://worldnewsdailyreport.com/woman-found-not-criminally-responsible-for-19-murders-due-to-extreme-premenstrual-syndrome/
MAN FORCED TO PAY $1.2M IN ALIMONY AFTER CHEATING ON WIFE WITH GHOST OF MARILYN MONROE USING A OUIJA BOARD,https://worldnewsdailyreport.com/man-forced-to-pay-1-2m-in-alimony-after-cheating-on-wife-with-ghost-of-marilyn-monroe-using-a-ouija-board/
UTAH FAMILY CLAIMS 15-YEAR-OLD SON TURNED GAY AFTER 5G CELL PHONE TOWER WAS INSTALLED NEAR HOME,https://worldnewsdailyreport.com/utah-family-claims-15-year-old-son-turned-gay-after-5g-cell-phone-tower-was-installed-near-home/
WOMAN RUNS OVER HUSBAND 17 TIMES WITH PICKUP TRUCK AFTER RECEIVING STRAP-ON DILDO FOR CHRISTMAS,https://worldnewsdailyreport.com/woman-runs-over-husband-17-times-with-pickup-truck-after-receiving-strap-on-dildo-for-christmas/
TRANS SPECIES MAN WHO SELF-IDENTIFIES AS A DEER ACCIDENTALLY SHOT BY HUNTERS,https://worldnewsdailyreport.com/trans-species-man-who-self-identifies-as-a-deer-accidentally-shot-by-hunters/
18-YEAR-OLD ARRESTED FOR BREAKING INTO HAIR SALON AND GIVING HIMSELF A HAIRCUT,https://worldnewsdailyreport.com/18-year-old-arrested-for-breaking-into-hair-salon-and-giving-himself-a-haircut/
"PAKISTANI MAN SENTENCED TO 1,000 LASHES FOR MASTURBATING TO DRAWING OF PROPHET MUHAMMAD",https://worldnewsdailyreport.com/pakistani-man-sentenced-to-1000-lashes-for-masturbating-to-drawing-of-prophet-muhammad/
ARIZONA TAXIDERMIST ARRESTED FOR STUFFING HIS DEAD WIFE AND KEEPING HER ON A COUCH IN HIS LIVING ROOM,https://worldnewsdailyreport.com/arizona-taxidermist-arrested-for-stuffing-his-dead-wife-and-keeping-her-on-a-couch-in-his-living-room/
OHIO WOMAN ACCUSED OF TRYING TO STEAL A CHRISTMAS TREE BY HIDING IT IN HER VAGINA,https://worldnewsdailyreport.com/ohio-woman-accused-of-trying-to-steal-a-christmas-tree-by-hiding-it-in-her-vagina/
FLORIDA FISHERMAN LOST AT SEA FOR 14 DAYS CLAIMS HE WAS SEXUALLY ASSAULTED BY MERMAIDS,https://worldnewsdailyreport.com/florida-fisherman-lost-at-sea-for-14-days-claims-he-was-sexually-assaulted-by-mermaids/
NURSING HOME EMPLOYEE ADDICTED TO SEX FORCE-FED ELDERLY WITH VIAGRA,https://worldnewsdailyreport.com/nursing-home-employee-addicted-to-sex-force-fed-elderly-with-viagra/
WIFE OF APOLLO 15 ASTRONAUT CLAIMS HER HUSBAND WAS RAPED ON THE MOON,https://worldnewsdailyreport.com/wife-of-apollo-15-astronaut-claims-her-husband-was-raped-on-the-moon/
NEW ZEALAND: SERIAL SHEEP RAPIST SENTENCED TO LIFE IN PRISON,https://worldnewsdailyreport.com/new-zealand-repeat-sexual-offender-and-serial-sheep-rapist-sentenced-to-life-in-prison/
TEXAS: 14-YEAR-OLD BOY MIRACULOUSLY CURED OF HOMOSEXUALITY AFTER ELECTROSHOCK THERAPY,https://worldnewsdailyreport.com/texas-14-year-old-boy-miraculously-cured-of-homosexuality-after-electroshock-therapy/
BINGE EATER HOSPITALIZED AFTER GOBBLING UP MORE THAN 30 LBS OF URINAL DEODORIZERS,https://worldnewsdailyreport.com/binge-eater-hospitalized-after-gobbling-up-more-than-30-lbs-of-urinal-deodorizers/
SAUDI ARABIA: MAN’S HAND CUT OFF FOR MASTURBATING DURING RAMADAN,https://worldnewsdailyreport.com/saudi-arabia-mans-hand-cut-off-for-masturbating-during-ramadan/
"FBI SEIZES OVER 3,000 PENISES DURING RAID AT MORGUE EMPLOYEE’S HOME",https://worldnewsdailyreport.com/fbi-seizes-over-3000-penises-during-raid-at-morgue-employees-home/
BABYSITTER TRANSPORTED TO HOSPITAL AFTER INSERTING A BABY IN HER VAGINA,https://worldnewsdailyreport.com/babysitter-transported-to-hospital-after-inserting-a-baby-in-her-vagina/
DEATH ROW INMATE EATS AN ENTIRE BIBLE AS HIS LAST MEAL,https://worldnewsdailyreport.com/death-row-inmate-eats-an-entire-bible-as-his-last-meal/
WOMAN ARRESTED FOR TRAINING SQUIRRELS TO ATTACK HER EX-BOYFRIEND,https://worldnewsdailyreport.com/woman-arrested-for-training-squirrels-to-attack-her-ex-boyfriend/
