Title,Source
5 Protein Smoothies That Will Give You Enough Energy to Log on to Twitter,https://reductress.com/post/5-protein-smoothies-that-will-give-you-enough-energy-to-log-on-to-twitter/
Has Feminism Gone Too Far Now That It Is Specifically Critiquing Me?,https://reductress.com/post/has-feminism-gone-too-far-now-that-it-is-specifically-critiquing-me/
How To Bravely Express Your Opinion Now That Everyone Else Shares It,https://reductress.com/post/how-to-bravely-express-your-opinion-now-that-everyone-else-shares-it/
Woman Who Regrets Voting for Trump Still Pretty Racist,https://reductress.com/post/woman-who-regrets-voting-for-trump-still-pretty-racist/
Cool Smart Liberal Guy Silent,https://reductress.com/post/cool-smart-liberal-guy-silent/
Incredible! This GOP Senator Refuses to Learn What an IUD Is,https://reductress.com/post/incredible-this-gop-senator-refuses-to-learn-what-an-iud-is/
How To Avoid Jessica At The Women’s March On Washington,https://reductress.com/post/how-to-avoid-jessica-at-the-womens-march-on-washington/
Incredible! This Woman Doesn’t Need to Win an Argument to Feel Morally Superior About It,https://reductress.com/post/incredible-this-woman-doesnt-need-to-win-an-argument-to-feel-morally-superior-about-it/
6 Mall Santas Who Have Better Health Insurance Than You,https://reductress.com/post/6-mall-santas-who-have-better-health-insurance-than-you/
"Let’s Agree To Disagree, Then Ultimately Learn Nothing From Each Other",https://reductress.com/post/lets-agree-to-disagree-then-ultimately-learn-nothing-from-each-other/
Drinks To Let Him Buy You Because Birth Control Costs $50 A Pack,https://reductress.com/post/drinks-to-let-him-buy-you-because-birth-control-costs-50-a-pack/
The Best Crystals To Get You Through Another Year Without Health Insurance,https://reductress.com/post/the-best-crystals-to-get-you-through-another-year-without-health-insurance/
5 Up-and-Coming Cities to Move To After You Sleep With Your Roommate,https://reductress.com/post/5-up-and-coming-cities-to-move-to-after-you-sleep-with-your-roommate/
How to Save Money Without Giving Up Boxed Water,https://reductress.com/post/how-you-can-save-money-without-giving-up-boxed-water/
"If Trump Becomes President, I’m Moving In With My Boyfriend",https://reductress.com/post/if-trump-becomes-president-im-moving-in-with-my-boyfriend/
I’m Not Political (Because I Assume I Will Retain All of My Privileges Forever),https://reductress.com/post/im-not-political-because-i-assume-i-will-retain-all-of-my-privileges-forever/
9 Hunky TV Doctors Who Aren’t in Your PPO Network,https://reductress.com/post/9-hunky-tv-doctors-who-arent-in-your-ppo-network/
10 Girls Who Code But Are Also Licensed Scuba Instructors,https://reductress.com/post/10-girls-who-code-but-are-also-licensed-scuba-instructors-2/
"I’m Ready to Take Down The Patriarchy, As Soon As I Figure Out Who Stole My Fucking Hair Tie",https://reductress.com/post/im-ready-to-take-down-the-patriarchy-as-soon-as-i-figure-out-who-stole-my-fucking-hair-tie/
Fun Weekend Getaways to Fill the 48-Hour Abortion Waiting Period,https://reductress.com/post/fun-weekend-getaways-to-fill-the-48-hour-abortion-waiting-period/
"Actually, I’m an Intersectional Men’s Rights Activist",https://reductress.com/post/actually-im-an-intersectional-mens-rights-activist/
"Practical Stocking Stuffers That Say, ‘This Relationship Has Peaked’",https://reductress.com/post/practical-stocking-stuffers-that-say-this-relationship-has-peaked/
Defend Your Reproductive Rights Without Seeming Too Pushy,https://reductress.com/post/defend-your-reproductive-rights-without-seeming-too-pushy/
The Six Best Colleges for Not Getting Raped,https://reductress.com/post/the-six-best-colleges-for-not-getting-raped/
Apple Releases the iPhone 36b for Breast Cancer Awareness Month,https://reductress.com/post/apple-releases-iphone-36b-breast-cancer-awareness-month/
Nancy Pelosi Slams Female Democrats in Leaked Email,https://reductress.com/post/nancy-pelosi-slams-female-dems-in-leaked-email/
